0,1,2,3,4,5
12000.0,A Walk from London to John O'Groat's by Elihu Burritt,English,"Burritt, Elihu",-,"Apr 1, 2004"
12001.0,Studies in Literature by John Morley,English,"Morley, John",-,"Apr 1, 2004"
12002.0,"Review of the Work of Mr John Stuart Mill Entitled, 'Examination of Sir William…",English,"Grote, George",-,"Apr 1, 2004"
12003.0,Extaze: Een Boek van Geluk by Louis Couperus,Dutch,"Couperus, Louis",-,"Apr 1, 2004"
12004.0,Essays on some unsettled Questions of Political Economy by John Stuart Mill,English,"Mill, John Stuart",-,"Apr 1, 2004"
12005.0,Les Chants de Maldoror by comte de Lautréamont,French,"Lautréamont, comte de",-,"Apr 1, 2004"
12006.0,"A Handbook to Agra and the Taj, Sikandra, Fatehpur-Sikri and the Neighbourhood",English,"Havell, E. B. (Ernest Binfield)",-,"Apr 1, 2004"
12007.0,Cousin Hatty's Hymns and Twilight Stories by William Crosby and H. P. Nichols,English,Unavailable,-,"Apr 1, 2004"
12008.0,Geerten Basse by Lode Monteyne,Dutch,"Monteyne, Lode",-,"Apr 1, 2004"
12009.0,Jean Jacques Rousseau: Een beeld van zijn leven en werken,Dutch,"Roland Holst-Van der Schalk, Henriette",-,"Apr 1, 2004"
12010.0,"The Fourth-Dimensional Reaches of the Exposition: San Francisco, 1915 by Williams",English,"Williams, Cora Lenore",-,"Apr 1, 2004"
12011.0,"Monsieur Parent, et autres histoires courtes by Guy de Maupassant",French,"Maupassant, Guy de",-,"Apr 1, 2004"
12012.0,Drei Gaugöttinnen by Ernst Ludwig Rochholz,German,"Rochholz, Ernst Ludwig",-,"Apr 1, 2004"
12013.0,My Year of the War by Frederick Palmer,English,"Palmer, Frederick",-,"Apr 1, 2004"
12014.0,The Lives of the Poets of Great Britain and Ireland (1753) Volume IV. by Cibber,English,"Cibber, Theophilus",-,"Apr 1, 2004"
12015.0,Love under Fire by Randall Parrish,English,"Parrish, Randall",-,"Apr 1, 2004"
12016.0,The Merchant of Berlin: An Historical Novel by L. Mühlbach,English,"Mühlbach, L. (Luise)",-,"Apr 1, 2004"
12017.0,"The Mirror of Literature, Amusement, and Instruction. Volume 13 — Index to…",English,Various,-,"Apr 1, 2004"
12018.0,"Notes and Queries, Number 17, February 23, 1850 by Various",English,Various,-,"Apr 1, 2004"
12019.0,Queen Hortense: A Life Picture of the Napoleonic Era by L. Mühlbach,English,"Mühlbach, L. (Luise)",-,"Apr 1, 2004"
12020.0,A Woman of the World: Her Counsel to Other People's Sons and Daughters by Wilcox,English,"Wilcox, Ella Wheeler",-,"Apr 1, 2004"
12021.0,Adopting an Abandoned Farm by Kate Sanborn,English,"Sanborn, Kate",-,"Apr 1, 2004"
12022.0,A start in life. A journey across America. Fruit farming in California by Dowsett,English,"Dowsett, C. F. (Charles Finch), 1836?-1915",-,"Apr 1, 2004"
12023.0,"The Atlantic Monthly, Volume 11, No. 66, April, 1863 by Various",English,Various,-,"Jul 15, 2004"
12024.0,"Bred in the Bone; Or, Like Father, Like Son: A Novel by James Payn",English,"Payn, James",-,"Jul 15, 2004"
12025.0,English Prose by George Roy Elliott and Frederick William Roe,English,Unavailable,-,"Apr 1, 2004"
12026.0,Poems New and Old by John Freeman,English,"Freeman, John",-,"Jul 15, 2004"
12027.0,Crime: Its Cause and Treatment by Clarence Darrow,English,"Darrow, Clarence",-,"Apr 1, 2004"
12028.0,The Uttermost Farthing: A Savant's Vendetta by R. Austin Freeman,English,"Freeman, R. Austin (Richard Austin)",-,"Apr 1, 2004"
12029.0,George Washington's Rules of Civility by Conway and Washington,English,"Conway, Moncure Daniel",-,"Apr 1, 2004"
12030.0,"The Spectator, Volumes 1, 2 and 3 by Joseph Addison and Sir Richard Steele",English,"Addison, Joseph",-,"Apr 1, 2004"
12031.0,Collected Poems 1901-1918 in Two Volumes. Volume I. by Walter De la Mare,English,"De la Mare, Walter",-,"Apr 1, 2004"
12032.0,Collected Poems 1901-1918 in Two Volumes. Volume II. by Walter De la Mare,English,"De la Mare, Walter",-,"Apr 1, 2004"
12033.0,What's the Matter with Ireland? by Ruth Russell,English,"Russell, Ruth",-,"Apr 1, 2004"
12034.0,"Knights of Malta, 1523-1798 by Reuben Cohen",English,"Cohen, Reuben",-,"Apr 1, 2004"
12035.0,Progressive Morality: An Essay in Ethics by Thomas Fowler,English,"Fowler, Thomas",-,"Apr 1, 2004"
12036.0,"Hygeia, a City of Health by Benjamin Ward Richardson",English,"Richardson, Benjamin Ward",-,"Apr 1, 2004"
12037.0,The Wild Knight and Other Poems by G. K. Chesterton,English,"Chesterton, G. K. (Gilbert Keith)",-,"Apr 1, 2004"
12038.0,Representative Plays by American Dramatists: 1856-1911: by Montrose Jonas Moses,English,"Moses, Montrose Jonas",-,"Apr 1, 2004"
12039.0,"Beaumont and Fletcher's Works, Vol. 01 of 10: the Custom of the Country by Beaumont et al.",English,"Beaumont, Francis",-,"Apr 1, 2004"
12040.0,"Beaumont and Fletcher's Works, Vol. 02 of 10: the Humourous Lieutenant by Beaumont et al.",English,"Beaumont, Francis",-,"Apr 1, 2004"
12041.0,The Shadow of the Cathedral by Vicente Blasco Ibáñez,English,"Blasco Ibáñez, Vicente",-,"Apr 1, 2004"
12042.0,The value of a praying mother by Isabel C. Byrum,English,"Byrum, Isabel C. (Isabel Coston)",-,"Apr 1, 2004"
12043.0,"Punch, or the London Charivari, Volume 153, August 1, 1917. by Various",English,Various,-,"Apr 1, 2004"
12044.0,The Grimké Sisters by Catherine H. Birney,English,"Birney, Catherine H.",-,"Apr 1, 2004"
12045.0,"Women in the fine arts, from the Seventh Century B.C. to the Twentieth Century…",English,"Waters, Clara Erskine Clement",-,"Apr 1, 2004"
12046.0,Narrative of a Survey of the Intertropical and Western Coasts of Australia…,English,"King, Philip Parker",-,"Apr 1, 2004"
